"Total_score"	"Unused_score"	"% Cov"	"% Cov (95)"	"Accession"	"Peptides(95%)"	"Proteome_type"	"Cell_line"	"Treatment"	"Compartment"
6,1	6,1	38,7	11,3	"sp|O14818|PSA7_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
5,48	5,48	23,7	7,7	"sp|P63261|ACTG_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
5,2	5,2	33,3	3,7	"sp|P61978|HNRPK_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
5,46	4,66	22,2	4,3	"sp|P11021|GRP78_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
4,33	4,33	24,9	21	"sp|P04792|HSPB1_HUMAN"	3	"PSMA3"	"RPMI8226"	"RB"	"C"
4	4	31,9	10,3	"sp|P25786|PSA1_HUMAN"	3	"PSMA3"	"RPMI8226"	"RB"	"C"
3,9	3,9	25	15,7	"sp|Q96S19|CP013_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
5,64	3,04	20,3	6,7	"sp|P0DMV9|HS71B_HUMAN"	3	"PSMA3"	"RPMI8226"	"RB"	"C"
2,55	2,55	20,9	3,9	"sp|P60842|IF4A1_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
11,14	2,52	31,4	8,5	"sp|P07900|HS90A_HUMAN"	4	"PSMA3"	"RPMI8226"	"RB"	"C"
2,47	2,47	21,4	5,8	"sp|P31943|HNRH1_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
2,35	2,35	16,2	1,6	"sp|Q00839|HNRPU_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
12,48	2,28	33,7	17,8	"sp|P68371|TBB4B_HUMAN"	6	"PSMA3"	"RPMI8226"	"RB"	"C"
2,24	2,24	4,1	0,7	"sp|P42694|HELZ_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
2,22	2,22	11,1	3,4	"sp|P43243|MATR3_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
2,08	2,08	25,3	6,7	"sp|P24534|EF1B_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
2,05	2,05	18	3	"sp|Q15084|PDIA6_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
2	2	6,4	1,7	"sp|Q5T6F2|UBAP2_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,94	1,94	32,7	7,2	"sp|P62241|RS8_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,92	1,92	9,5	5,8	"sp|P08865|RSSA_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,82	1,82	13,4	1,4	"sp|Q8N163|CCAR2_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,64	1,64	10,7	4,2	"sp|Q8TD47|RS4Y2_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,55	1,55	16,6	2,2	"sp|Q9Y230|RUVB2_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,42	1,42	20,7	6,2	"sp|P61254|RL26_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,39	1,39	5,5	1,8	"sp|Q8TEB1|DCA11_HUMAN"	1	"PSMA3"	"RPMI8226"	"RB"	"C"
1,69	1,24	16,1	6,3	"sp|P52597|HNRPF_HUMAN"	2	"PSMA3"	"RPMI8226"	"RB"	"C"
29,41	29,41	74,1	52,6	"sp|P25788|PSA3_HUMAN"	37	"PSMA3"	"RPMI8226"	"FC"	"N"
14,22	14,22	39,8	19,9	"sp|P26641|EF1G_HUMAN"	7	"PSMA3"	"RPMI8226"	"FC"	"N"
13,19	13,19	38,1	20,1	"sp|Q5VTE0|EF1A3_HUMAN"	8	"PSMA3"	"RPMI8226"	"FC"	"N"
12,75	12,75	41,4	16,5	"sp|P06576|ATPB_HUMAN"	6	"PSMA3"	"RPMI8226"	"FC"	"N"
11,86	11,86	44,3	18,2	"sp|Q15084|PDIA6_HUMAN"	5	"PSMA3"	"RPMI8226"	"FC"	"N"
10,81	10,81	34,6	9,2	"sp|P11021|GRP78_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"N"
10,66	10,66	40,7	14,3	"sp|P10809|CH60_HUMAN"	7	"PSMA3"	"RPMI8226"	"FC"	"N"
10,28	10,28	33,6	16,3	"sp|P31943|HNRH1_HUMAN"	5	"PSMA3"	"RPMI8226"	"FC"	"N"
10,19	10,19	29,6	6,2	"sp|P08238|HS90B_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
10,09	10,09	33,8	10,4	"sp|P11940|PABP1_HUMAN"	5	"PSMA3"	"RPMI8226"	"FC"	"N"
9,88	9,88	34,6	10,5	"sp|P04843|RPN1_HUMAN"	5	"PSMA3"	"RPMI8226"	"FC"	"N"
9,72	9,72	30,9	21,1	"sp|P63261|ACTG_HUMAN"	6	"PSMA3"	"RPMI8226"	"FC"	"N"
9,35	9,35	46,7	18,7	"sp|P22626|ROA2_HUMAN"	6	"PSMA3"	"RPMI8226"	"FC"	"N"
8,94	8,94	46,9	8,2	"sp|P61978|HNRPK_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
8,39	8,34	47	15,3	"sp|P09651|ROA1_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"N"
7,9	7,9	45,4	4,3	"sp|P25705|ATPA_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
7,41	7,41	20,5	5,8	"sp|Q00839|HNRPU_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"N"
7,79	6,87	33	5	"sp|P14625|ENPL_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
6,79	6,79	30,9	14,8	"sp|P05141|ADT2_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"N"
6,74	6,74	64,1	32	"sp|P62805|H4_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
6,28	6,28	22	4,9	"sp|O43390|HNRPR_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
8,4	6,25	20,7	8,7	"sp|Q12931|TRAP1_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"N"
6,25	6,23	48,1	30,2	"sp|Q9BTM1|H2AJ_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
6,17	6,17	11,2	8,8	"sp|P27824|CALX_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"N"
5,29	5,29	54	19,1	"sp|Q99879|H2B1M_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"N"
5,25	5,25	33,7	6	"sp|P68363|TBA1B_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
5,08	5,08	28,6	7	"sp|P07437|TBB5_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
5	5	14,4	10,2	"sp|P38919|IF4A3_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
4,88	4,88	38,1	13,2	"sp|P04792|HSPB1_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
4,68	4,68	18,5	2,8	"sp|Q9H0D6|XRN2_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
4,59	4,59	20,2	5,7	"sp|P38646|GRP75_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
4,04	4,04	15	2,8	"sp|Q13838|DX39B_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
4,01	4,01	21,1	0,9	"sp|Q08211|DHX9_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
4	4	28,2	21,8	"sp|P69905|HBA_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,96	3,96	19	5,8	"sp|Q8NBS9|TXND5_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,93	3,93	31,1	5	"sp|P11142|HSP7C_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,85	3,85	33,8	5,1	"sp|P35232|PHB_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
3,81	3,81	41,1	23,3	"sp|P62249|RS16_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"N"
3,76	3,76	19,7	3,9	"sp|P39656|OST48_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,73	3,73	35,4	8	"sp|Q29836|1B67_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,67	3,66	27,8	17,3	"sp|P51571|SSRD_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,38	3,38	19,9	10,5	"sp|P16152|CBR1_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,3	3,3	18,6	2,6	"sp|Q9BXP5|SRRT_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
3,14	3,14	24,6	1,4	"sp|Q7KZF4|SND1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
3,01	3,01	20,1	5,5	"sp|O43813|LANC1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,94	2,94	19	3,6	"sp|P07910|HNRPC_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
2,82	2,82	10,6	1,8	"sp|Q00610|CLH1_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
2,78	2,78	9,9	1,3	"sp|Q9Y4L1|HYOU1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,76	2,76	58,1	8,1	"sp|Q16695|H31T_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,7	2,7	11,4	6,4	"sp|P09012|SNRPA_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,65	2,65	33,1	4,2	"sp|Q8TD47|RS4Y2_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,56	2,56	19,5	1,3	"sp|P43243|MATR3_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,41	2,41	16,2	3,1	"sp|P49411|EFTU_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,41	2,41	17	6	"sp|P61026|RAB10_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,37	2,37	40,8	3,3	"sp|Q99623|PHB2_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,17	2,17	17,4	2	"sp|P23246|SFPQ_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,17	2,17	13	2,1	"sp|P02545|LMNA_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,09	2,09	24,4	9,2	"sp|P60866|RS20_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,07	2,07	9,8	1,1	"sp|P46977|STT3A_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,02	2,02	8,1	3	"sp|P14618|KPYM_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2,12	2	22	5,8	"sp|P51991|ROA3_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	39,7	7,9	"sp|P62318|SMD3_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	27,3	9,1	"sp|P30050|RL12_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	11,9	5,2	"sp|P43307|SSRA_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	9,2	4,9	"sp|P31942|HNRH3_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	17,3	7,6	"sp|Q9UNL2|SSRG_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	5,5	3,8	"sp|P31689|DNJA1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	14,7	6,7	"sp|P24534|EF1B_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	8,9	4,1	"sp|P15880|RS2_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	14,3	7,1	"sp|P06748|NPM_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
2	2	4,6	4,6	"sp|O14828|SCAM3_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,9	1,9	16,6	5,5	"sp|Q00325|MPCP_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"N"
1,77	1,77	12,7	3,9	"sp|Q9NZ01|TECR_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,72	1,72	14,2	5,8	"sp|P08865|RSSA_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,67	1,67	39,5	5,6	"sp|O14818|PSA7_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,64	1,64	25,1	4,1	"sp|P38159|RBMX_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,59	1,59	4,4	4,4	"sp|P00403|COX2_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,55	1,55	39,6	7,1	"sp|P21796|VDAC1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,63	1,52	16,2	2,5	"sp|P0DMV9|HS71B_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,47	1,46	28,8	6,6	"sp|P01891|1A68_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,42	1,42	10,9	4,3	"sp|Q13148|TADBP_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,34	1,34	14,6	2,2	"sp|P39023|RL3_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
1,31	1,31	21,6	8,5	"sp|Q9NQ39|RS10L_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"N"
29,7	29,7	77,7	51	"sp|P25788|PSA3_HUMAN"	31	"PSMA3"	"RPMI8226"	"FC"	"C"
18,27	18,27	40,2	16,3	"sp|P08238|HS90B_HUMAN"	8	"PSMA3"	"RPMI8226"	"FC"	"C"
17,58	17,58	38,4	19,9	"sp|P26641|EF1G_HUMAN"	8	"PSMA3"	"RPMI8226"	"FC"	"C"
16,19	16,19	46,8	24,4	"sp|P68363|TBA1B_HUMAN"	11	"PSMA3"	"RPMI8226"	"FC"	"C"
12,61	12,61	42	16,4	"sp|P68371|TBB4B_HUMAN"	6	"PSMA3"	"RPMI8226"	"FC"	"C"
11,91	11,91	38,7	18	"sp|Q5VTE0|EF1A3_HUMAN"	7	"PSMA3"	"RPMI8226"	"FC"	"C"
8,87	8,87	66,4	19,9	"sp|P16152|CBR1_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"C"
8,57	8,57	21,2	7,7	"sp|P11940|PABP1_HUMAN"	4	"PSMA3"	"RPMI8226"	"FC"	"C"
6,53	6,53	32,5	12,1	"sp|Q15084|PDIA6_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"C"
14,54	6,27	37,2	13,1	"sp|P07900|HS90A_HUMAN"	7	"PSMA3"	"RPMI8226"	"FC"	"C"
6,2	6,2	31,9	5,3	"sp|P11142|HSP7C_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
6,1	6,1	30,1	9,8	"sp|O43813|LANC1_HUMAN"	3	"PSMA3"	"RPMI8226"	"FC"	"C"
5,06	5,06	20	2,5	"sp|Q9H0D6|XRN2_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
4,74	4,74	20,1	2,4	"sp|P35606|COPB2_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
4	4	30,3	21,8	"sp|P69905|HBA_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
3,6	3,6	23,7	6,2	"sp|P16989|YBOX3_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
3,09	3,09	18,7	3	"sp|P10809|CH60_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
3,03	3,03	19,7	4,8	"sp|P63261|ACTG_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2,93	2,93	22	6,7	"sp|P61978|HNRPK_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
2,83	2,83	45,9	12,7	"sp|P04792|HSPB1_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
3,04	2,81	22,8	2,6	"sp|P11021|GRP78_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2,64	2,64	17,7	1,7	"sp|Q86YZ3|HORN_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2,61	2,61	24,3	3,6	"sp|P31943|HNRH1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2,51	2,51	12,7	7,3	"sp|Q14103|HNRPD_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
2,45	2,45	58,3	19,4	"sp|P62805|H4_HUMAN"	2	"PSMA3"	"RPMI8226"	"FC"	"C"
3,34	2,27	28,4	2,5	"sp|P0DMV9|HS71B_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2,1	2,1	11,4	1,2	"sp|P55884|EIF3B_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2,05	2,05	17,7	3	"sp|P14618|KPYM_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2	2	11,3	1,8	"sp|Q9BUJ2|HNRL1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2	2	4,3	1,7	"sp|Q5T6F2|UBAP2_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2	2	22,4	9,1	"sp|P30050|RL12_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
2	2	17,8	6,1	"sp|Q6UWP8|SBSN_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
1,95	1,95	24,7	7,5	"sp|P62249|RS16_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
1,6	1,6	6,2	1,6	"sp|Q08554|DSC1_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
1,34	1,34	23,8	5,6	"sp|O14818|PSA7_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
1,3	1,3	30,7	8,5	"sp|Q9NQ39|RS10L_HUMAN"	1	"PSMA3"	"RPMI8226"	"FC"	"C"
26,19	26,19	61,6	49,8	"sp|P25788|PSA3_HUMAN"	20	"PSMA3"	"RPMI8226"	"K"	"N"
20,07	20,07	33,1	9,8	"sp|P43243|MATR3_HUMAN"	8	"PSMA3"	"RPMI8226"	"K"	"N"
17,72	17,72	77,7	68,9	"sp|P62805|H4_HUMAN"	11	"PSMA3"	"RPMI8226"	"K"	"N"
17,07	17,07	65,7	23,5	"sp|P16403|H12_HUMAN"	9	"PSMA3"	"RPMI8226"	"K"	"N"
16,32	16,32	29,8	19,4	"sp|P25705|ATPA_HUMAN"	8	"PSMA3"	"RPMI8226"	"K"	"N"
10,72	10,72	32	13,6	"sp|Q5VTE0|EF1A3_HUMAN"	6	"PSMA3"	"RPMI8226"	"K"	"N"
9,64	9,64	61,1	29,4	"sp|Q99877|H2B1N_HUMAN"	6	"PSMA3"	"RPMI8226"	"K"	"N"
9,57	9,57	25,9	14,4	"sp|P26641|EF1G_HUMAN"	5	"PSMA3"	"RPMI8226"	"K"	"N"
9,11	9,11	35,2	9,3	"sp|P52272|HNRPM_HUMAN"	5	"PSMA3"	"RPMI8226"	"K"	"N"
8,62	8,62	18,2	7,5	"sp|Q86YZ3|HORN_HUMAN"	5	"PSMA3"	"RPMI8226"	"K"	"N"
8,25	8,25	14,5	9,4	"sp|P04843|RPN1_HUMAN"	5	"PSMA3"	"RPMI8226"	"K"	"N"
8,17	8,17	20,1	11,2	"sp|P61978|HNRPK_HUMAN"	4	"PSMA3"	"RPMI8226"	"K"	"N"
8	8	13,8	7,7	"sp|P38646|GRP75_HUMAN"	4	"PSMA3"	"RPMI8226"	"K"	"N"
7,55	7,55	32,7	16,5	"sp|Q07955|SRSF1_HUMAN"	4	"PSMA3"	"RPMI8226"	"K"	"N"
7,05	7,05	20,4	8,8	"sp|P08670|VIME_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
6,99	6,99	30,8	7,6	"sp|P06576|ATPB_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
5,89	5,89	28,2	28,2	"sp|P69905|HBA_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
5,78	5,78	35,2	17,6	"sp|P23284|PPIB_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
5,63	5,63	20	8,7	"sp|P31943|HNRH1_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
5,37	5,37	24,8	11,2	"sp|P63261|ACTG_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
5,13	5,13	30	12,2	"sp|P22626|ROA2_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
4,63	4,63	13,8	6,8	"sp|P11142|HSP7C_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"N"
4,49	4,49	50	24,3	"sp|Q71DI3|H32_HUMAN"	4	"PSMA3"	"RPMI8226"	"K"	"N"
4,33	4,33	34,1	15,5	"sp|Q9BTM1|H2AJ_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
4,13	4,13	26,1	8,1	"sp|P35232|PHB_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
4,12	4,12	14,3	6,5	"sp|P10809|CH60_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
3,64	3,64	15	4,1	"sp|P17844|DDX5_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
3,29	3,29	22	7,4	"sp|Q9BWF3|RBM4_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
3,15	3,13	21,1	4,1	"sp|P11021|GRP78_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
2,59	2,59	25,6	1,9	"sp|P20700|LMNB1_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
3,47	2,42	32,8	9,1	"sp|P09651|ROA1_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
2,38	2,38	24,7	2,1	"sp|P02545|LMNA_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,29	2,29	7	3	"sp|O43813|LANC1_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,23	2,23	11,8	1,8	"sp|P40939|ECHA_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,23	2,23	18,8	3,4	"sp|Q12907|LMAN2_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,15	2,15	6,1	2,4	"sp|P39656|OST48_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,06	2,06	7,7	2,5	"sp|Q3ZCM7|TBB8_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,06	2,06	23,1	6,4	"sp|P51571|SSRD_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,01	2,01	27,9	4,2	"sp|P21796|VDAC1_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2,01	2,01	15	5,5	"sp|P61026|RAB10_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
3,3	2	9,6	6,3	"sp|P52597|HNRPF_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
2	2	10,8	2,5	"sp|P02768|ALBU_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2	2	9,8	2,2	"sp|Q8WTV0|SCRB1_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2	2	10,7	5,2	"sp|Q86UE4|LYRIC_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
2	2	15,2	4,9	"sp|O75489|NDUS3_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2	2	7,5	3,9	"sp|Q99729|ROAA_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2	2	7,6	7,6	"sp|Q9UNL2|SSRG_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
2	2	4,4	4,4	"sp|P00403|COX2_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
1,85	1,85	10,1	4,3	"sp|P26583|HMGB2_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
1,82	1,82	28,3	13,2	"sp|P04792|HSPB1_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
1,81	1,81	16,3	4,4	"sp|P06748|NPM_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
4	1,8	28,9	18	"sp|Q71UI9|H2AV_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"N"
1,77	1,77	15,3	9,2	"sp|Q6UWP8|SBSN_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
1,7	1,7	17,7	5,5	"sp|P84103|SRSF3_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
1,54	1,54	8,7	1,8	"sp|Q96LX7|CCD17_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
1,32	1,32	13,7	1,8	"sp|Q58FF7|H90B3_HUMAN"	1	"PSMA3"	"RPMI8226"	"K"	"N"
47,39	47,39	85,5	71,4	"sp|P25788|PSA3_HUMAN"	46	"PSMA3"	"RPMI8226"	"K"	"C"
24,21	24,21	87,7	52,4	"sp|P16152|CBR1_HUMAN"	14	"PSMA3"	"RPMI8226"	"K"	"C"
21,75	21,75	55	24	"sp|Q5VTE0|EF1A3_HUMAN"	13	"PSMA3"	"RPMI8226"	"K"	"C"
15,94	15,94	56,9	17,3	"sp|P08238|HS90B_HUMAN"	8	"PSMA3"	"RPMI8226"	"K"	"C"
14,14	14,14	62,5	19	"sp|P26641|EF1G_HUMAN"	7	"PSMA3"	"RPMI8226"	"K"	"C"
10,45	10,45	50,5	11,8	"sp|P11940|PABP1_HUMAN"	6	"PSMA3"	"RPMI8226"	"K"	"C"
10,34	10,34	47,1	18,8	"sp|O43813|LANC1_HUMAN"	5	"PSMA3"	"RPMI8226"	"K"	"C"
10,11	10,11	50,2	14,4	"sp|P07437|TBB5_HUMAN"	5	"PSMA3"	"RPMI8226"	"K"	"C"
8,21	8,21	44,8	13,1	"sp|P68363|TBA1B_HUMAN"	4	"PSMA3"	"RPMI8226"	"K"	"C"
8	8	55,5	24,7	"sp|P25786|PSA1_HUMAN"	4	"PSMA3"	"RPMI8226"	"K"	"C"
6,28	6,28	36,7	7,4	"sp|P11142|HSP7C_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"C"
6	6	37,6	5,1	"sp|Q00839|HNRPU_HUMAN"	3	"PSMA3"	"RPMI8226"	"K"	"C"
4,15	4,15	30,4	3,2	"sp|Q9NZB2|F120A_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"C"
4,13	4,13	74,2	11,3	"sp|O14818|PSA7_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"C"
4,12	4,12	25,2	1	"sp|Q9Y520|PRC2C_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"C"
4,11	4,11	23,2	4,5	"sp|Q15637|SF01_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"C"
4,05	4,05	24,6	2,6	"sp|Q8N163|CCAR2_HUMAN"	2	"PSMA3"	"RPMI8226"	"K"	"C"
